name,program_number,model_type,lat,lon,address,phone,contract_type,school_district,boro,zip,levelofcare
"FRIENDS OF CROWN HEIGHTS 10",0330801,GC,40.67169110,-73.95452960,"1491 BEDFORD AVENUE BROOKLYN, NY 11216",(929) 234-2821,FF,17,BK,11216,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[1.0,5.0,12.11,2.0]]"
"FRIENDS OF CROWN HEIGHTS 9",0330802,GC,40.67260700,-73.95160350,"813 STERLING PLACE BROOKLYN, NY 11216",(718) 773-7733,FF,17,BK,11216,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"PARKSIDE ECDC",0331601,GC,40.65609400,-73.95612610,"525 PARKSIDE AVENUE BROOKLYN, NY 11226",(929) 210-9200,FF,17,BK,11226,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0]]"
"PAL CAREY GARDENS DCC",0332903,GD,40.57426140,-73.99023350,"2964 WEST 23RD STREET BROOKLYN, NY 11224",(718) 372-4044,FF,21,BK,11224,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,2.0,5.09,0.0],[0.0,0.0,0.0,0.0]]"
"HAWTHORNE CORNERS DCC",0334101,GD,40.65719800,-73.95686680,"1950 BEDFORD AVENUE BROOKLYN, NY 11225",(347) 539-9421,FF,17,BK,11225,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,2.0,5.09,0.0],[0.0,0.0,0.0,0.0]]"
"UNITED COMMUNITY DCC",0335501,GC,40.66492390,-73.88667670,"613 NEW LOTS AVENUE BROOKLYN, NY 11207",(718) 385-1201,FF,19,BK,11207,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"SUNSET PARK HEALTH CNCIL ",0338301,GC,40.66715680,-73.99039860,"199 14 TH STREET 2ND FL BROOKLYN, NY 11215",(718) 788-2668,FF,15,BK,11215,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"ALL MY CHILDREN DAYCARE 10",0338901,GC,40.66225690,-73.94727300,"420 LEFFERTS AVENUE BROOKLYN, NY 11225",(718) 576-6170,FF,17,BK,11225,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"BETH JACOB DAY CARE CENTER",0340701,GC,40.63577950,-73.98883900,"1363 46TH STREET BROOKLYN, NY 11219",(718) 633-1251,FF,20,BK,11219,"[[0.0,0.0,0.0,2.0],[1.0,1.06,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"LSSNY - EARLY LIFE CTR 9",0341801,GC,40.69174400,-73.92012380,"1175 GATES AVENUE BROOKLYN, NY 11221",(212) 870-1144,FF,32,BK,11221,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"URBAN STRATEGIES DCC 5",0341904,GC,40.67277610,-73.86615600,"675 LINCOLN AVENUE BROOKLYN, NY 11208",(718) 235-1215,FF,19,BK,11208,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"FRIENDS OF CROWN HEIGHTS 6",0341906,GD,40.59189430,-73.98224510,"49 AVENUE W BROOKLYN, NY 11223",(718) 372-8207,FF,21,BK,11223,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"SHIRLEY CHISHOLM DCC # 4",0341908,GC,40.67890820,-73.91194250,"33 SOMERS STREET BROOKLYN, NY 11233",(718) 498-6200,FF,23,BK,11233,"[[1.0,0.02,1.06,0.0],[1.0,1.06,2.11,0.0],[1.0,2.0,5.09,0.0],[0.0,0.0,0.0,0.0]]"
"CHILDREN'S CORNER DCC",0341909,GD,40.66467100,-73.89626310,"565 LIVONIA AVE BROOKLYN, NY 11207",(212) 453-4595,FF,19,BK,11207,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"FRIENDS OF CROWN HEIGHTS 5",0341910,GD,40.67656290,-73.87151430,"374 PINE STREET BROOKLYN, NY 11208",(347) 435-0990,FF,19,BK,11208,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"NEW LIFE CHILD DEV CTR 1",0343101,GD,40.69639480,-73.91320620,"295 WOODBINE ST BROOKLYN, NY 11237",(718) 821-3432,FF,32,BK,11237,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,2.0,5.09,0.0],[0.0,0.0,0.0,0.0]]"
"NEW LIFE CHILD DEV CTR 3",0343102,GD,40.70120180,-73.91254570,"408 GROVE STREET BROOKLYN, NY 11237",(718) 417-4206,FF,32,BK,11237,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"FRIENDS OF CROWN HEIGHTS 16",0343301,GC,40.66940930,-73.87503190,"668 LOGAN STREET BROOKLYN, NY 11208",(929) 234-2870,FF,19,BK,11208,"[[0.0,0.0,0.0,2.0],[0.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,5.0,12.11,2.0]]"
"BROOKLYN DEVELOPMENTAL CTR",0343601,GC,40.65608910,-73.86548460,"888 FOUNTAIN AVENUE BROOKLYN, NY 11239",(718) 232-8800,FF,19,BK,11239,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,2.0,5.09,0.0],[0.0,0.0,0.0,0.0]]"
"SHIRLEY CHISHOLM DCC #1",0344001,GC,40.67630810,-73.92101310,"2023 PACIFIC STREET BROOKLYN, NY 11233",(718) 756-1721,FF,16,BK,11233,"[[1.0,0.02,2.0,0.0],[1.0,1.06,2.11,0.0],[1.0,2.0,5.09,0.0],[0.0,0.0,0.0,0.0]]"
"SCO SERVICES - SARATOGA II",0344003,GD,40.68460190,-73.91723810,"69-71 SARATOGA AVENUE BROOKLYN, NY 11233",(718) 443-4100,FF,23,BK,11233,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"GAN DAY CARE CENTER INC",0344201,GC,40.63624990,-73.98412990,"4206-10 15TH AVENUE BROOKLYN, NY 11219",(718) 435-2812,FF,20,BK,11219,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"SHIRLEY CHISHOLM 5 - ADVENT ",0344401,GC,40.68089300,-73.91468700,"265 SUMPTER STREET BROOKLYN, NY 11233",(718) 452-1200,FF,23,BK,11233,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"ALL MY CHILDREN DAYCARE 11",0345702,GC,40.66566280,-73.95342290,"317 ROGERS AVENUE BROOKLYN, NY 11225",(929) 234-2320,FF,17,BK,11225,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"FRIENDS OF CROWN HEIGHTS 2",0345703,GC,40.67461690,-73.95426220,"671-675 PROSPECT PLACE BROOKLYN, NY 11216",(718) 638-8686,FF,17,BK,11216,"[[1.0,0.02,1.06,2.0],[1.0,1.06,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"HELEN OWEN CAREY CDC",0348401,GC,40.67711900,-73.97754700,"71 LINCOLN PLACE BROOKLYN, NY 11217",(718) 638-4100,FF,13,BK,11217,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"NUESTROS NINOS DCC 1",0349201,GC,40.70791510,-73.95252430,"384 SOUTH 4TH STREET BROOKLYN, NY 11211",(718) 218-8275,FF,14,BK,11211,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"FRIENDS OF CROWN HEIGHTS 11",0349601,GC,40.66789870,-73.95713160,"995 CARROLL STREET BROOKLYN, NY 11225",,FF,17,BK,11225,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[1.0,6.0,12.11,2.0]]"
"SALVATION ARMY BROWNSVILLE",0350101,GC,40.66099380,-73.90616140,"280 RIVERDALE AVENUE BROOKLYN, NY 11212",(212) 352-5575,FF,23,BK,11212,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"FRIENDS OF CROWN HEIGHTS 26",0350103,GC,40.66516640,-73.92205070,"20 SUTTER AVENUE BROOKLYN, NY 11212",(718) 467-4270,FF,23,BK,11212,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"SALVATION ARMY BUSHWICK",0350104,GC,40.68929970,-73.91705810,"1151 BUSHWICK AVENUE BROOKLYN, NY 11221",(212) 352-5575,FF,32,BK,11221,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"URBAN STRATEGIES DCC 1",0352701,GD,40.67217390,-73.87813450,"1091 SUTTER AVE BROOKLYN, NY 11208",(718) 235-6151,FF,19,BK,11208,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"PAL ARNOLD & MARIE SCHWARTZ",0352702,GD,40.66607990,-73.89479730,"452 PENNSYLVANIA AVE BROOKLYN, NY 11207",(718) 342-4724,FF,19,BK,11207,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"LIFE - JOHN WILLIAMS",0352901,GD,40.70813050,-73.96061420,"321 ROEBLING STREET BROOKLYN, NY 11211",(718) 625-3810,FF,14,BK,11211,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"MARIE DURDIN CCC",0352904,GC,40.66829200,-73.86443600,"2700 LINDEN BOULEVARD BROOKLYN, NY 11208",(718) 625-3810,FF,19,BK,11208,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"GRAHAM CCC",0352905,GC,40.70986850,-73.94319920,"222 GRAHAM AVENUE BROOKLYN, NY 11206",(718) 625-3810,FF,14,BK,11206,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"BUSHWICK UNITED HDFC 6",0353301,GD,40.69831780,-73.92594210,"200 CENTRAL AVENUE BROOKLYN, NY 11221",(718) 599-1877,FF,32,BK,11221,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"ALL MY CHILDREN DAYCARE 14",0353401,GC,40.66550160,-73.93199310,"771 CROWN ST BROOKLYN, NY 11213",(718) 756-8300,FF,17,BK,11213,"[[1.0,0.02,1.06,2.0],[1.0,1.06,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"CONEY ISLAND HS #1",0354401,GH,40.57362840,-73.99284520,"2960 WEST 27TH STREET BROOKLYN, NY 11224",(718) 372-6200,FF,21,BK,11224,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"ZION DAY CARE CENTER",0364601,GD,40.63309420,-73.99093440,"5000 14TH AVENUE BROOKLYN, NY 11219",(718) 438-2862,FF,20,BK,11219,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"SALVATION ARMY BEDFORD",0350108,GC,40.69052420,-73.95067000,"110 KOSCIUSKO STREET BROOKLYN, NY 11216",(212) 352-5575,FF,13,BK,11216,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"CITIZENS CARE DAY CARE CTR #1",0702301,GC,40.80408720,-73.95315620,"131 SAINT NICHOLAS AVE NEW YORK, NY 10026",(212) 666-1683,FF,03,MN,10026,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"ADDIE MAE COLLINS 3",0702302,GD,40.80488700,-73.93549310,"2322 THIRD AVENUE NEW YORK, NY 10035",(212) 831-9220,FF,05,MN,10035,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,2.0,5.09,0.0],[0.0,0.0,0.0,0.0]]"
"CITIZENS CARE DAY CARE # 3",0702303,GC,40.81693680,-73.95652900,"3240 BROADWAY NEW YORK, NY 10027",(212) 690-0742,FF,05,MN,10027,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,2.0,5.09,0.0],[0.0,0.0,0.0,0.0]]"
"EAST CALVARY DAY CARE CENTER",0703301,GC,40.79847090,-73.94851920,"1 WEST 112TH ST NEW YORK, NY 10026",(212) 534-5249,FF,03,MN,10026,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,2.0,5.09,0.0],[0.0,0.0,0.0,0.0]]"
"EAST HARLEM BLOCK NURSERY 1",0703401,GC,40.79153770,-73.94397980,"215 EAST 106TH STREET NEW YORK, NY 10029",(917) 885-0890,FF,04,MN,10029,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"GODDARD RIVERSIDE # 1",0704501,GD,40.78985800,-73.97109640,"114 WEST 91 STREET NEW YORK, NY 10024",(212) 873-6865,FF,03,MN,10024,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"GRAND STREET SETTLEMENT CCC",0704601,GC,40.71684400,-73.97868410,"300 DELANCEY STREET NEW YORK, NY 10002",(212) 228-8241,FF,01,MN,10002,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"YWCA - POLLY DODGE ELC",0704704,GC,40.76851860,-73.99163390,"538 WEST 55 STREET NEW YORK, NY 10019",(212) 760-9830,FF,02,MN,10019,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"HAMILTON MADISON HSE CCC",0704901,PP,40.70982670,-73.99751280,"10 CATHERINE SLIP NEW YORK, NY 10002",(212) 962-3408,PP,02,MN,10002,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,2.0,6.0,0.0],[0.0,6.0,12.11,0.0]]"
"HENRY ST SETTLEMENT",0705001,GD,40.71424440,-73.98262730,"301 HENRY STREET NEW YORK, NY 10002",(212) 254-3100,FF,01,MN,10002,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"EAST HARLEM BLOCK NURSERY 2",0705101,GC,40.81062020,-73.93743790,"2112 MADISON AVENUE NEW YORK, NY 10037",(212) 722-6350,FF,05,MN,10037,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"HUDSON GUILD CHILDREN'S CTR",0705201,GC,40.74962810,-74.00226250,"459 WEST 26TH STREET NEW YORK, NY 10001",(212) 367-2370,FF,02,MN,10001,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"FRIENDS OF CROWN HEIGHTS 28",0705401,GC,40.86008380,-73.92244430,"3732 TENTH AVENUE NEW YORK, NY 10034",,FF,06,MN,10034,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,2.0,5.09,0.0],[0.0,0.0,0.0,0.0]]"
"GRANT DAY CARE CENTER",0706501,GC,40.81172330,-73.95621250,"1299 AMSTERDAM AVENUE NEW YORK, NY 10027",(212) 666-6000,FF,05,MN,10027,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"LEXINGTON CHILDRENS CTR",0706901,GC,40.78806070,-73.95089740,"115 EAST 98TH STREET NEW YORK, NY 10029",(212) 410-1060,FF,02,MN,10029,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"OPEN DOOR CHILD CARE CTR",0707601,GC,40.79607210,-73.96591310,"820 COLUMBUS AVENUE NEW YORK, NY 10025",(212) 749-5572,FF,03,MN,10025,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"PRINCE HALL COLON PK DCC",0708101,GC,40.83309330,-73.93586110,"159-30 HARLEM RIV DRIVE NEW YORK, NY 10039",(917) 500-5672,FF,05,MN,10039,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"VIRGINIA DAY NURSERY",0708704,GD,40.72412720,-73.97465010,"464 EAST TENTH ST NEW YORK, NY 10009",(212) 228-5220,FF,01,MN,10009,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"MORNINGSIDE DAY CARE CTR",0708707,GD,40.83083720,-73.93612270,"2967 FREDRICK DOUGLASS NEW YORK, NY 10039",(917) 410-3874,FF,05,MN,10039,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"EPISCOPAL HS - FIFTH AVENUE",0708730,GD,40.81479900,-73.93524340,"2289 FIFTH AVENUE NEW YORK, NY 10037",(212) 283-3100,FF,05,MN,10037,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"UNION CARVER CHILDRENS ",0709701,GD,40.79209600,-73.94924300,"1565 MADISON AVENUE NEW YORK, NY 10029",,FF,04,MN,10029,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"UNION WASHINGTON CHILD CENTER",0709704,GD,40.78566750,-73.94688050,"1893 SECOND AVENUE NEW YORK, NY 10029",(212) 828-6084,FF,04,MN,10029,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"UTOPIA CHILDREN'S CENTER",0710001,GC,40.81184190,-73.94822000,"236 WEST 129TH STREET NEW YORK, NY 10027",(212) 663-7375,FF,05,MN,10027,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"GODDARD RIVERSIDE EARLY CC",0711901,GC,40.77448620,-73.98683090,"243 WEST 64TH STREET NEW YORK, NY 10023",(212) 712-9306,FF,03,MN,10023,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"UNION SETTLMT PEQUENOS SOULS",0715801,GD,40.80257350,-73.93970350,"114-34 EAST 122ND STREET NEW YORK, NY 10035",(646) 672-5042,FF,04,MN,10035,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"BELLEVUE-EDUCARE CHILD CARE CT",0719601,GC,40.73921700,-73.97549760,"462 FIRST AVENUE NEW YORK, NY 10016",(212) 679-2393,FF,02,MN,10016,"[[1.0,0.02,1.06,0.0],[1.0,1.06,2.11,0.0],[1.0,2.0,5.09,0.0],[0.0,0.0,0.0,0.0]]"
"MOTHER HALE LEARNING CENTER",0721301,GD,40.81941940,-73.93707480,"669 LENOX AVENUE NEW YORK, NY 10037",(212) 491-8501,FF,05,MN,10037,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"ED ALLIANCE - LILLIAN WALD",0721601,GC,40.72105170,-73.97732520,"34 AVENUE D NEW YORK, NY 10009",(646) 395-4204,FF,01,MN,10009,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,2.0,5.09,0.0],[0.0,0.0,0.0,0.0]]"
"DAWNING  VILLAGE",0726001,GC,40.79056960,-73.93800250,"2090 1ST AVE NEW YORK, NY 10029",(212) 369-5313,FF,04,MN,10029,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"GODDARD RIVERSIDE #2",0728501,GC,40.78488920,-73.97490410,"128 W 83RD STREET NEW YORK, NY 10024",(212) 877-7780,FF,03,MN,10024,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"LSSNY - EARLY LIFE CTR 14",0730401,GD,40.82542750,-73.94871810,"510 WEST 145TH STREET NEW YORK, NY 10031",(646) 449-0814,FF,06,MN,10031,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"C P C JACOB RIIS CCC",0730903,GC,40.72327890,-73.97563250,"108 AVENUE D NEW YORK, NY 10009",(212) 941-0920,FF,01,MN,10009,"[[0.0,0.0,0.0,2.0],[1.0,1.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"CHUNG PAK PRE-SCHOOL",0730905,GC,40.71732020,-73.99994460,"125 WALKER STREET NEW YORK, NY 10013",(212) 941-0920,FF,02,MN,10013,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"LITTLE STAR OF BROOME ",0730910,GC,40.71639280,-73.98484610,"151 BROOME STREET NEW YORK, NY 10002",(646) 678-3487,FF,01,MN,10002,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"WASHINGTON HEIGHTS CCC",0735901,GC,40.84548400,-73.93739800,"610-614 WEST 175TH ST NEW YORK, NY 10033",(212) 781-6910,FF,06,MN,10033,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"RENA DAY CARE CENTER",0737301,GC,40.83781500,-73.93683220,"639 EDGECOMBE AVENUE NEW YORK, NY 10032",(___) ___-____,FF,06,MN,10032,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"LSSNY - EARLY LIFE CTR 13",0740901,GD,40.82339980,-73.93949850,"218 WEST 147 STREET NEW YORK, NY 10039",(646) 360-4093,FF,05,MN,10039,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"NICHOLAS CARDELL DAY CARE",0743401,GC,40.86604170,-73.92327110,"84 VERMILYEA AVENUE NEW YORK, NY 10034",(212) 942-6757,FF,06,MN,10034,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"LSSNY - EARLY LIFE CTR 12",0745401,GD,40.80930570,-73.93566940,"1951 PARK AVENUE NEW YORK, NY 10037",(212) 933-1815,FF,05,MN,10037,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"UFBCO CDC",0750301,GD,40.83334390,-73.93988840,"474 WEST 159TH STREET NEW YORK, NY 10032",(212) 281-1950,FF,06,MN,10032,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[1.0,5.0,12.11,2.0]]"
"HOLMES TOWERS EISMAN NURS",0750501,GC,40.78111030,-73.94597370,"1794 FIRST AVENUE NEW YORK, NY 10128",(212) 876-9200,FF,02,MN,10128,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"GRAND STREET SETT ESSEX",0752401,GD,40.71695110,-73.98868290,"60 ESSEX STREET NEW YORK, NY 10002",(212) 677-6990,FF,02,MN,10002,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"TAFT EARLY CHILDHOOD CTR",0759403,GD,40.79853690,-73.94628020,"1724-26 MADISON AVENUE NEW YORK, NY 10029",(212) 831-0556,FF,04,MN,10029,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"DREW HAMILTON ",0759404,GD,40.82107620,-73.94264370,"2672 EIGHTH AVENUE NEW YORK, NY 10030",(212) 281-9555,FF,05,MN,10030,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"SALEM DAY CARE CENTER",0790502,PP,40.81200000,-73.94705300,"211 W 129TH STREET NEW YORK, NY 10027",(212) 678-2712,PP,05,MN,10027,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.06,6.0,2.0],[0.0,0.0,0.0,2.0]]"
"ALL MY CHILDREN DAYCARE 8",0800405,GC,40.72836790,-73.85927660,"97-30 QUEENS BLVD REGO PARK, NY 11374",(718) 275-6300,FF,28,QN,11374,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"MARTIN L. KING JR. MEM DC",0804101,GC,40.76240610,-73.83319620,"36-06 PRINCE STREET FLUSHING, NY 11354",(718) 886-3165,FF,25,QN,11354,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
